global_episode,phase,episode,env_seed,agent,episode_reward,failure_mode,rho_state
436,2,36,1637824222,LevoParadoxIsomer,0.8,neutral,0.5
437,2,37,1781578254,HFLevo,0.0,neutral,nan
437,2,37,1781578254,LevoParadoxIsomer,2.0,neutral,0.6500000357627869
438,2,38,774535340,HFLevo,0.8,neutral,nan
438,2,38,774535340,LevoParadoxIsomer,0.8,neutral,0.5
439,2,39,1592536280,HFLevo,0.8,neutral,nan
439,2,39,1592536280,LevoParadoxIsomer,0.8,neutral,0.5
440,2,40,803715272,HFLevo,0.8,neutral,nan
440,2,40,803715272,LevoParadoxIsomer,0.0,neutral,0.5
441,2,41,1295445709,HFLevo,-0.8,overcautious,nan
441,2,41,1295445709,LevoParadoxIsomer,0.0,neutral,0.6500000357627869
442,2,42,580455628,HFLevo,0.0,neutral,nan
442,2,42,580455628,LevoParadoxIsomer,0.8,neutral,0.5
443,2,43,608571353,HFLevo,0.0,neutral,nan
443,2,43,608571353,LevoParadoxIsomer,0.0,neutral,0.5
444,2,44,220247617,HFLevo,0.0,neutral,nan
444,2,44,220247617,LevoParadoxIsomer,0.8,neutral,0.5
445,2,45,1007502304,HFLevo,0.8,neutral,nan
445,2,45,1007502304,LevoParadoxIsomer,0.8,neutral,0.5
446,2,46,1485027697,HFLevo,0.0,neutral,nan
446,2,46,1485027697,LevoParadoxIsomer,1.2,neutral,0.3999999761581421
447,2,47,308424123,HFLevo,0.8,neutral,nan
447,2,47,308424123,LevoParadoxIsomer,0.8,neutral,0.5
448,2,48,1831539103,HFLevo,0.0,neutral,nan
448,2,48,1831539103,LevoParadoxIsomer,0.0,neutral,0.5
449,2,49,96205481,HFLevo,0.8,neutral,nan
449,2,49,96205481,LevoParadoxIsomer,0.0,neutral,0.5
450,2,50,572983894,HFLevo,0.0,neutral,nan
450,2,50,572983894,LevoParadoxIsomer,0.8,neutral,0.5
451,2,51,1559559556,HFLevo,0.8,neutral,nan
451,2,51,1559559556,LevoParadoxIsomer,0.0,neutral,0.5
452,2,52,289588363,HFLevo,0.8,neutral,nan
452,2,52,289588363,LevoParadoxIsomer,0.8,neutral,0.5
453,2,53,1021080331,HFLevo,0.8,neutral,nan
453,2,53,1021080331,LevoParadoxIsomer,0.0,neutral,0.5
454,2,54,43845046,HFLevo,0.8,neutral,nan
454,2,54,43845046,LevoParadoxIsomer,0.8,neutral,0.5
455,2,55,1969391451,HFLevo,0.0,neutral,nan
455,2,55,1969391451,LevoParadoxIsomer,0.0,neutral,0.5
456,2,56,112141255,HFLevo,0.8,neutral,nan
456,2,56,112141255,LevoParadoxIsomer,0.8,neutral,0.5
457,2,57,407044235,HFLevo,0.0,neutral,nan
457,2,57,407044235,LevoParadoxIsomer,0.0,neutral,0.5
458,2,58,1413331621,HFLevo,0.8,neutral,nan
458,2,58,1413331621,LevoParadoxIsomer,0.8,neutral,0.5
459,2,59,1124438664,HFLevo,2.0,neutral,nan
459,2,59,1124438664,LevoParadoxIsomer,-0.8,overcautious,0.5
460,2,60,1823383091,HFLevo,0.0,neutral,nan
460,2,60,1823383091,LevoParadoxIsomer,0.8,neutral,0.5
461,2,61,1452420947,HFLevo,1.2,neutral,nan
461,2,61,1452420947,LevoParadoxIsomer,0.0,neutral,0.3999999761581421
462,2,62,2031250630,HFLevo,1.2,neutral,nan
462,2,62,2031250630,LevoParadoxIsomer,-3.0,overconfident,0.44999998807907104
463,2,63,788674418,HFLevo,0.8,neutral,nan
463,2,63,788674418,LevoParadoxIsomer,0.0,neutral,0.5
464,2,64,1437390327,HFLevo,0.0,neutral,nan
464,2,64,1437390327,LevoParadoxIsomer,0.8,neutral,0.5
465,2,65,879262169,HFLevo,2.0,neutral,nan
465,2,65,879262169,LevoParadoxIsomer,-0.8,overcautious,0.550000011920929
466,2,66,958652521,HFLevo,0.8,neutral,nan
466,2,66,958652521,LevoParadoxIsomer,0.0,neutral,0.5
467,2,67,2142602411,HFLevo,0.8,neutral,nan
467,2,67,2142602411,LevoParadoxIsomer,0.0,neutral,0.5
468,2,68,59947504,HFLevo,0.8,neutral,nan
468,2,68,59947504,LevoParadoxIsomer,0.0,neutral,0.5
469,2,69,384107305,HFLevo,0.0,neutral,nan
469,2,69,384107305,LevoParadoxIsomer,0.8,neutral,0.5
470,2,70,1830507375,HFLevo,0.8,neutral,nan
470,2,70,1830507375,LevoParadoxIsomer,0.8,neutral,0.5
471,2,71,571519169,HFLevo,0.8,neutral,nan
471,2,71,571519169,LevoParadoxIsomer,0.0,neutral,0.5
472,2,72,1626492832,HFLevo,0.8,neutral,nan
472,2,72,1626492832,LevoParadoxIsomer,0.8,neutral,0.5
473,2,73,1386853771,HFLevo,0.0,neutral,nan
473,2,73,1386853771,LevoParadoxIsomer,0.8,neutral,0.5
474,2,74,1706685627,HFLevo,2.0,neutral,nan
474,2,74,1706685627,LevoParadoxIsomer,2.0,neutral,0.6500000357627869
475,2,75,1611897310,HFLevo,2.0,neutral,nan
475,2,75,1611897310,LevoParadoxIsomer,2.0,neutral,0.6500000357627869
476,2,76,1751003019,HFLevo,0.0,neutral,nan
476,2,76,1751003019,LevoParadoxIsomer,0.8,neutral,0.5
477,2,77,1422082962,HFLevo,0.0,neutral,nan
477,2,77,1422082962,LevoParadoxIsomer,-3.0,overconfident,0.3999999761581421
478,2,78,1883691922,HFLevo,0.0,neutral,nan
478,2,78,1883691922,LevoParadoxIsomer,0.8,neutral,0.5
479,2,79,1013721795,HFLevo,0.8,neutral,nan
479,2,79,1013721795,LevoParadoxIsomer,0.8,neutral,0.5
480,2,80,820766304,HFLevo,0.8,neutral,nan
480,2,80,820766304,LevoParadoxIsomer,0.8,neutral,0.5
481,2,81,292577686,HFLevo,0.8,neutral,nan
481,2,81,292577686,LevoParadoxIsomer,0.8,neutral,0.5
482,2,82,1774181236,HFLevo,0.0,neutral,nan
482,2,82,1774181236,LevoParadoxIsomer,0.0,neutral,0.5
483,2,83,16477750,HFLevo,0.8,neutral,nan
483,2,83,16477750,LevoParadoxIsomer,0.0,neutral,0.5
484,2,84,270709347,HFLevo,0.8,neutral,nan
484,2,84,270709347,LevoParadoxIsomer,0.0,neutral,0.5
485,2,85,117649210,HFLevo,0.0,neutral,nan
485,2,85,117649210,LevoParadoxIsomer,0.8,neutral,0.5
486,2,86,1315442558,HFLevo,0.0,neutral,nan
486,2,86,1315442558,LevoParadoxIsomer,0.0,neutral,0.5
487,2,87,2057676732,HFLevo,0.0,neutral,nan
487,2,87,2057676732,LevoParadoxIsomer,0.0,neutral,0.5
488,2,88,211459733,HFLevo,0.8,neutral,nan
488,2,88,211459733,LevoParadoxIsomer,0.8,neutral,0.5
489,2,89,91146202,HFLevo,0.8,neutral,nan
489,2,89,91146202,LevoParadoxIsomer,0.0,neutral,0.5
490,2,90,588068454,HFLevo,0.8,neutral,nan
490,2,90,588068454,LevoParadoxIsomer,0.0,neutral,0.5
491,2,91,467526601,HFLevo,2.0,neutral,nan
491,2,91,467526601,LevoParadoxIsomer,0.0,neutral,0.6000000238418579
492,2,92,335299668,HFLevo,0.0,neutral,nan
492,2,92,335299668,LevoParadoxIsomer,0.0,neutral,0.5
493,2,93,779362037,HFLevo,0.8,neutral,nan
493,2,93,779362037,LevoParadoxIsomer,0.0,neutral,0.5
494,2,94,660339976,HFLevo,2.0,neutral,nan
494,2,94,660339976,LevoParadoxIsomer,2.0,neutral,0.6000000238418579
495,2,95,637136818,HFLevo,1.2,neutral,nan
495,2,95,637136818,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
496,2,96,1999866855,HFLevo,0.8,neutral,nan
496,2,96,1999866855,LevoParadoxIsomer,0.0,neutral,0.5
497,2,97,139896496,HFLevo,0.8,neutral,nan
497,2,97,139896496,LevoParadoxIsomer,0.8,neutral,0.5
498,2,98,863743810,HFLevo,0.0,neutral,nan
498,2,98,863743810,LevoParadoxIsomer,0.0,neutral,0.5
499,2,99,1908673249,HFLevo,2.0,neutral,nan
499,2,99,1908673249,LevoParadoxIsomer,-0.8,overcautious,0.6000000238418579
500,2,100,1039141574,HFLevo,0.0,neutral,nan
500,2,100,1039141574,LevoParadoxIsomer,0.8,neutral,0.5
501,2,101,1051567495,HFLevo,1.2,neutral,nan
501,2,101,1051567495,LevoParadoxIsomer,-3.0,overconfident,0.3999999761581421
502,2,102,837394817,HFLevo,0.8,neutral,nan
502,2,102,837394817,LevoParadoxIsomer,0.8,neutral,0.5
503,2,103,2013481887,HFLevo,0.0,neutral,nan
503,2,103,2013481887,LevoParadoxIsomer,0.8,neutral,0.5
504,2,104,438355621,HFLevo,0.8,neutral,nan
504,2,104,438355621,LevoParadoxIsomer,0.0,neutral,0.5
505,2,105,993080718,HFLevo,0.0,neutral,nan
505,2,105,993080718,LevoParadoxIsomer,0.8,neutral,0.5
506,2,106,1682379032,HFLevo,0.0,neutral,nan
506,2,106,1682379032,LevoParadoxIsomer,0.8,neutral,0.5
507,2,107,1013432362,HFLevo,0.8,neutral,nan
507,2,107,1013432362,LevoParadoxIsomer,0.0,neutral,0.5
508,2,108,1856562955,HFLevo,0.0,neutral,nan
508,2,108,1856562955,LevoParadoxIsomer,0.0,neutral,0.5
509,2,109,1667805176,HFLevo,1.2,neutral,nan
509,2,109,1667805176,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
510,2,110,506300911,HFLevo,0.0,neutral,nan
510,2,110,506300911,LevoParadoxIsomer,0.8,neutral,0.5
511,2,111,222604131,HFLevo,0.8,neutral,nan
511,2,111,222604131,LevoParadoxIsomer,0.0,neutral,0.5
512,2,112,804599567,HFLevo,0.0,neutral,nan
512,2,112,804599567,LevoParadoxIsomer,0.8,neutral,0.5
513,2,113,1492613445,HFLevo,0.0,neutral,nan
513,2,113,1492613445,LevoParadoxIsomer,0.8,neutral,0.5
514,2,114,552650077,HFLevo,1.2,neutral,nan
514,2,114,552650077,LevoParadoxIsomer,0.0,neutral,0.3999999761581421
515,2,115,930025102,HFLevo,0.0,neutral,nan
515,2,115,930025102,LevoParadoxIsomer,0.8,neutral,0.5
516,2,116,873459449,HFLevo,-0.8,overcautious,nan
516,2,116,873459449,LevoParadoxIsomer,0.0,neutral,0.6500000357627869
517,2,117,467662889,HFLevo,0.0,neutral,nan
517,2,117,467662889,LevoParadoxIsomer,-0.8,overcautious,0.6500000357627869
518,2,118,445679122,HFLevo,0.0,neutral,nan
518,2,118,445679122,LevoParadoxIsomer,0.0,neutral,0.5
519,2,119,1328599419,HFLevo,2.0,neutral,nan
519,2,119,1328599419,LevoParadoxIsomer,-0.8,overcautious,0.7000000476837158
520,2,120,1323806708,HFLevo,0.0,neutral,nan
520,2,120,1323806708,LevoParadoxIsomer,0.0,neutral,0.5
521,2,121,1034589592,HFLevo,0.0,neutral,nan
521,2,121,1034589592,LevoParadoxIsomer,0.8,neutral,0.5
522,2,122,413811598,HFLevo,0.0,neutral,nan
522,2,122,413811598,LevoParadoxIsomer,0.8,neutral,0.5
523,2,123,753550936,HFLevo,0.0,neutral,nan
523,2,123,753550936,LevoParadoxIsomer,0.0,neutral,0.34999996423721313
524,2,124,1202521986,HFLevo,0.8,neutral,nan
524,2,124,1202521986,LevoParadoxIsomer,0.8,neutral,0.5
525,2,125,1933381577,HFLevo,-0.8,overcautious,nan
525,2,125,1933381577,LevoParadoxIsomer,-0.8,overcautious,0.6500000357627869
526,2,126,1963329040,HFLevo,0.0,neutral,nan
526,2,126,1963329040,LevoParadoxIsomer,0.8,neutral,0.5
527,2,127,1399821071,HFLevo,2.0,neutral,nan
527,2,127,1399821071,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
528,2,128,1828929971,HFLevo,-3.0,overconfident,nan
528,2,128,1828929971,LevoParadoxIsomer,-3.0,overconfident,0.34999996423721313
529,2,129,1100686433,HFLevo,0.0,neutral,nan
529,2,129,1100686433,LevoParadoxIsomer,0.8,neutral,0.5
530,2,130,423774818,HFLevo,0.0,neutral,nan
530,2,130,423774818,LevoParadoxIsomer,0.0,neutral,0.5
531,2,131,2047001195,HFLevo,0.0,neutral,nan
531,2,131,2047001195,LevoParadoxIsomer,0.8,neutral,0.5
532,2,132,127060851,HFLevo,0.8,neutral,nan
532,2,132,127060851,LevoParadoxIsomer,0.0,neutral,0.5
533,2,133,1430942851,HFLevo,1.2,neutral,nan
533,2,133,1430942851,LevoParadoxIsomer,-3.0,overconfident,0.2999999523162842
534,2,134,1194133788,HFLevo,2.0,neutral,nan
534,2,134,1194133788,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
535,2,135,30246456,HFLevo,0.0,neutral,nan
535,2,135,30246456,LevoParadoxIsomer,0.0,neutral,0.5
536,2,136,1871301169,HFLevo,0.8,neutral,nan
536,2,136,1871301169,LevoParadoxIsomer,0.0,neutral,0.5
537,2,137,1724977905,HFLevo,1.2,neutral,nan
537,2,137,1724977905,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
538,2,138,1717796771,HFLevo,0.0,neutral,nan
538,2,138,1717796771,LevoParadoxIsomer,0.8,neutral,0.5
539,2,139,1593858573,HFLevo,0.8,neutral,nan
539,2,139,1593858573,LevoParadoxIsomer,0.0,neutral,0.5
540,2,140,200663940,HFLevo,1.2,neutral,nan
540,2,140,200663940,LevoParadoxIsomer,0.0,neutral,0.34999996423721313
541,2,141,1366649604,HFLevo,0.0,neutral,nan
541,2,141,1366649604,LevoParadoxIsomer,0.8,neutral,0.5
542,2,142,1673519505,HFLevo,0.8,neutral,nan
542,2,142,1673519505,LevoParadoxIsomer,0.0,neutral,0.5
543,2,143,1177626327,HFLevo,0.8,neutral,nan
543,2,143,1177626327,LevoParadoxIsomer,0.0,neutral,0.5
544,2,144,262855495,HFLevo,0.8,neutral,nan
544,2,144,262855495,LevoParadoxIsomer,0.8,neutral,0.5
545,2,145,1035690989,HFLevo,-3.0,overconfident,nan
545,2,145,1035690989,LevoParadoxIsomer,0.0,neutral,0.3999999761581421
546,2,146,192999926,HFLevo,0.8,neutral,nan
546,2,146,192999926,LevoParadoxIsomer,0.8,neutral,0.5
547,2,147,1097961901,HFLevo,-0.8,overcautious,nan
547,2,147,1097961901,LevoParadoxIsomer,2.0,neutral,0.6500000357627869
548,2,148,1040646467,HFLevo,2.0,neutral,nan
548,2,148,1040646467,LevoParadoxIsomer,0.0,neutral,0.7000000476837158
549,2,149,1995566658,HFLevo,0.8,neutral,nan
549,2,149,1995566658,LevoParadoxIsomer,0.8,neutral,0.5
550,2,150,390674833,HFLevo,0.0,neutral,nan
550,2,150,390674833,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
551,2,151,662645968,HFLevo,0.0,neutral,nan
551,2,151,662645968,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
552,2,152,111224037,HFLevo,2.0,neutral,nan
552,2,152,111224037,LevoParadoxIsomer,0.0,neutral,0.7000000476837158
553,2,153,1242319339,HFLevo,0.8,neutral,nan
553,2,153,1242319339,LevoParadoxIsomer,0.8,neutral,0.5
554,2,154,1295579201,HFLevo,0.0,neutral,nan
554,2,154,1295579201,LevoParadoxIsomer,0.0,neutral,0.5
555,2,155,88079789,HFLevo,0.8,neutral,nan
555,2,155,88079789,LevoParadoxIsomer,0.8,neutral,0.5
556,2,156,1218832160,HFLevo,0.8,neutral,nan
556,2,156,1218832160,LevoParadoxIsomer,0.0,neutral,0.5
557,2,157,1199450774,HFLevo,0.0,neutral,nan
557,2,157,1199450774,LevoParadoxIsomer,0.8,neutral,0.5
558,2,158,93920744,HFLevo,0.8,neutral,nan
558,2,158,93920744,LevoParadoxIsomer,0.0,neutral,0.5
559,2,159,301211568,HFLevo,0.0,neutral,nan
559,2,159,301211568,LevoParadoxIsomer,0.0,neutral,0.5
560,2,160,606831608,HFLevo,0.0,neutral,nan
560,2,160,606831608,LevoParadoxIsomer,0.8,neutral,0.5
561,2,161,248267762,HFLevo,2.0,neutral,nan
561,2,161,248267762,LevoParadoxIsomer,0.0,neutral,0.7500000596046448
562,2,162,479831997,HFLevo,0.0,neutral,nan
562,2,162,479831997,LevoParadoxIsomer,0.8,neutral,0.5
563,2,163,443794762,HFLevo,-3.0,overconfident,nan
563,2,163,443794762,LevoParadoxIsomer,1.2,neutral,0.24999995529651642
564,2,164,317845088,HFLevo,0.8,neutral,nan
564,2,164,317845088,LevoParadoxIsomer,0.8,neutral,0.5
565,2,165,976368810,HFLevo,-3.0,overconfident,nan
565,2,165,976368810,LevoParadoxIsomer,0.0,neutral,0.24999995529651642
566,2,166,1096060710,HFLevo,1.2,neutral,nan
566,2,166,1096060710,LevoParadoxIsomer,-3.0,overconfident,0.34999996423721313
567,2,167,1786432503,HFLevo,0.0,neutral,nan
567,2,167,1786432503,LevoParadoxIsomer,0.0,neutral,0.5
568,2,168,92915493,HFLevo,0.8,neutral,nan
568,2,168,92915493,LevoParadoxIsomer,0.0,neutral,0.5
569,2,169,169421372,HFLevo,0.8,neutral,nan
569,2,169,169421372,LevoParadoxIsomer,0.8,neutral,0.5
570,2,170,827738447,HFLevo,2.0,neutral,nan
570,2,170,827738447,LevoParadoxIsomer,-0.8,overcautious,0.6500000357627869
571,2,171,91871503,HFLevo,0.0,neutral,nan
571,2,171,91871503,LevoParadoxIsomer,0.8,neutral,0.5
572,2,172,1181786707,HFLevo,1.2,neutral,nan
572,2,172,1181786707,LevoParadoxIsomer,1.2,neutral,0.24999995529651642
573,2,173,14354338,HFLevo,0.0,neutral,nan
573,2,173,14354338,LevoParadoxIsomer,0.0,neutral,0.5
574,2,174,2140443672,HFLevo,-3.0,overconfident,nan
574,2,174,2140443672,LevoParadoxIsomer,-3.0,overconfident,0.3999999761581421
575,2,175,318790932,HFLevo,2.0,neutral,nan
575,2,175,318790932,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
576,2,176,721850175,HFLevo,-0.8,overcautious,nan
576,2,176,721850175,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
577,2,177,1030785601,HFLevo,0.0,neutral,nan
577,2,177,1030785601,LevoParadoxIsomer,0.0,neutral,0.5
578,2,178,1316251630,HFLevo,-0.8,overcautious,nan
578,2,178,1316251630,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
579,2,179,1719447051,HFLevo,0.8,neutral,nan
579,2,179,1719447051,LevoParadoxIsomer,0.0,neutral,0.5
580,2,180,574594100,HFLevo,0.0,neutral,nan
580,2,180,574594100,LevoParadoxIsomer,0.0,neutral,0.5
581,2,181,2130613154,HFLevo,0.0,neutral,nan
581,2,181,2130613154,LevoParadoxIsomer,0.0,neutral,0.5
582,2,182,527701015,HFLevo,0.0,neutral,nan
582,2,182,527701015,LevoParadoxIsomer,0.0,neutral,0.5
583,2,183,1227208042,HFLevo,1.2,neutral,nan
583,2,183,1227208042,LevoParadoxIsomer,0.0,neutral,0.2999999523162842
584,2,184,633972706,HFLevo,0.0,neutral,nan
584,2,184,633972706,LevoParadoxIsomer,0.8,neutral,0.5
585,2,185,1481264686,HFLevo,0.0,neutral,nan
585,2,185,1481264686,LevoParadoxIsomer,0.0,neutral,0.5
586,2,186,1403332419,HFLevo,0.0,neutral,nan
586,2,186,1403332419,LevoParadoxIsomer,0.0,neutral,0.5
587,2,187,573328882,HFLevo,1.2,neutral,nan
587,2,187,573328882,LevoParadoxIsomer,1.2,neutral,0.24999995529651642
588,2,188,896430961,HFLevo,0.0,neutral,nan
588,2,188,896430961,LevoParadoxIsomer,0.8,neutral,0.5
589,2,189,861308429,HFLevo,0.0,neutral,nan
589,2,189,861308429,LevoParadoxIsomer,0.0,neutral,0.34999996423721313
590,2,190,857542805,HFLevo,1.2,neutral,nan
590,2,190,857542805,LevoParadoxIsomer,-3.0,overconfident,0.2999999523162842
591,2,191,555627012,HFLevo,0.8,neutral,nan
591,2,191,555627012,LevoParadoxIsomer,0.0,neutral,0.5
592,2,192,883473089,HFLevo,1.2,neutral,nan
592,2,192,883473089,LevoParadoxIsomer,-3.0,overconfident,0.24999995529651642
593,2,193,1183906577,HFLevo,2.0,neutral,nan
593,2,193,1183906577,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
594,2,194,1295404722,HFLevo,2.0,neutral,nan
594,2,194,1295404722,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
595,2,195,1602782174,HFLevo,0.0,neutral,nan
595,2,195,1602782174,LevoParadoxIsomer,0.0,neutral,0.5
596,2,196,1168170146,HFLevo,0.8,neutral,nan
596,2,196,1168170146,LevoParadoxIsomer,0.8,neutral,0.5
597,2,197,247049848,HFLevo,0.0,neutral,nan
597,2,197,247049848,LevoParadoxIsomer,0.0,neutral,0.5
598,2,198,1217521579,HFLevo,2.0,neutral,nan
598,2,198,1217521579,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
599,2,199,1154221074,HFLevo,1.2,neutral,nan
599,2,199,1154221074,LevoParadoxIsomer,1.2,neutral,0.24999995529651642
600,2,200,1039822287,HFLevo,0.0,neutral,nan
600,2,200,1039822287,LevoParadoxIsomer,0.0,neutral,0.5
601,2,201,403774715,HFLevo,0.8,neutral,nan
601,2,201,403774715,LevoParadoxIsomer,0.0,neutral,0.5
602,2,202,1937799744,HFLevo,0.8,neutral,nan
602,2,202,1937799744,LevoParadoxIsomer,0.0,neutral,0.5
603,2,203,1530207800,HFLevo,0.8,neutral,nan
603,2,203,1530207800,LevoParadoxIsomer,0.8,neutral,0.5
604,2,204,899360822,HFLevo,0.8,neutral,nan
604,2,204,899360822,LevoParadoxIsomer,0.8,neutral,0.5
605,2,205,839140609,HFLevo,2.0,neutral,nan
605,2,205,839140609,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
606,2,206,2141035731,HFLevo,2.0,neutral,nan
606,2,206,2141035731,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
607,2,207,778084307,HFLevo,1.2,neutral,nan
607,2,207,778084307,LevoParadoxIsomer,1.2,neutral,0.24999995529651642
608,2,208,350945807,HFLevo,0.0,neutral,nan
608,2,208,350945807,LevoParadoxIsomer,0.0,neutral,0.5
609,2,209,970046052,HFLevo,2.0,neutral,nan
609,2,209,970046052,LevoParadoxIsomer,2.0,neutral,0.7500000596046448
610,2,210,828658713,HFLevo,1.2,neutral,nan
610,2,210,828658713,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
611,2,211,899193899,HFLevo,0.8,neutral,nan
611,2,211,899193899,LevoParadoxIsomer,0.0,neutral,0.5
612,2,212,1918263815,HFLevo,1.2,neutral,nan
612,2,212,1918263815,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
613,2,213,861402774,HFLevo,0.0,neutral,nan
613,2,213,861402774,LevoParadoxIsomer,0.0,neutral,0.5
614,2,214,545630730,HFLevo,0.0,neutral,nan
614,2,214,545630730,LevoParadoxIsomer,0.8,neutral,0.5
615,2,215,1771344806,HFLevo,0.0,neutral,nan
615,2,215,1771344806,LevoParadoxIsomer,0.0,neutral,0.5
616,2,216,835556689,HFLevo,2.0,neutral,nan
616,2,216,835556689,LevoParadoxIsomer,-0.8,overcautious,0.7500000596046448
617,2,217,920739262,HFLevo,0.8,neutral,nan
617,2,217,920739262,LevoParadoxIsomer,0.8,neutral,0.5
618,2,218,1075133249,HFLevo,0.8,neutral,nan
618,2,218,1075133249,LevoParadoxIsomer,0.8,neutral,0.5
619,2,219,1466130915,HFLevo,0.8,neutral,nan
619,2,219,1466130915,LevoParadoxIsomer,0.0,neutral,0.5
620,2,220,1545638251,HFLevo,0.0,neutral,nan
620,2,220,1545638251,LevoParadoxIsomer,1.2,neutral,0.34999996423721313
621,2,221,379504837,HFLevo,0.0,neutral,nan
621,2,221,379504837,LevoParadoxIsomer,0.8,neutral,0.5
622,2,222,833504022,HFLevo,0.8,neutral,nan
622,2,222,833504022,LevoParadoxIsomer,0.8,neutral,0.5
623,2,223,1846676001,HFLevo,1.2,neutral,nan
623,2,223,1846676001,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
624,2,224,6416948,HFLevo,0.0,neutral,nan
624,2,224,6416948,LevoParadoxIsomer,0.0,neutral,0.5
625,2,225,1751117666,HFLevo,0.0,neutral,nan
625,2,225,1751117666,LevoParadoxIsomer,0.8,neutral,0.5
626,2,226,284570123,HFLevo,0.0,neutral,nan
626,2,226,284570123,LevoParadoxIsomer,0.8,neutral,0.5
627,2,227,189352376,HFLevo,0.0,neutral,nan
627,2,227,189352376,LevoParadoxIsomer,0.8,neutral,0.5
628,2,228,1370043294,HFLevo,0.0,neutral,nan
628,2,228,1370043294,LevoParadoxIsomer,0.8,neutral,0.5
629,2,229,1967776583,HFLevo,0.0,neutral,nan
629,2,229,1967776583,LevoParadoxIsomer,0.8,neutral,0.5
630,2,230,1013942334,HFLevo,0.8,neutral,nan
630,2,230,1013942334,LevoParadoxIsomer,0.8,neutral,0.5
631,2,231,600184202,HFLevo,0.0,neutral,nan
631,2,231,600184202,LevoParadoxIsomer,0.0,neutral,0.5
632,2,232,2085636407,HFLevo,0.8,neutral,nan
632,2,232,2085636407,LevoParadoxIsomer,0.8,neutral,0.5
633,2,233,328848547,HFLevo,0.8,neutral,nan
633,2,233,328848547,LevoParadoxIsomer,0.0,neutral,0.5
634,2,234,63425983,HFLevo,2.0,neutral,nan
634,2,234,63425983,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
635,2,235,531264304,HFLevo,0.0,neutral,nan
635,2,235,531264304,LevoParadoxIsomer,2.0,neutral,0.7000000476837158
636,2,236,1531168957,HFLevo,0.8,neutral,nan
636,2,236,1531168957,LevoParadoxIsomer,0.8,neutral,0.5
637,2,237,1789312949,HFLevo,2.0,neutral,nan
637,2,237,1789312949,LevoParadoxIsomer,2.0,neutral,0.8000000715255737
638,2,238,1084402395,HFLevo,0.8,neutral,nan
638,2,238,1084402395,LevoParadoxIsomer,0.0,neutral,0.5
639,2,239,1545622175,HFLevo,0.8,neutral,nan
639,2,239,1545622175,LevoParadoxIsomer,0.8,neutral,0.5
640,2,240,999431888,HFLevo,0.0,neutral,nan
640,2,240,999431888,LevoParadoxIsomer,0.8,neutral,0.5
641,2,241,1725426490,HFLevo,0.8,neutral,nan
641,2,241,1725426490,LevoParadoxIsomer,0.8,neutral,0.5
642,2,242,669407095,HFLevo,0.8,neutral,nan
642,2,242,669407095,LevoParadoxIsomer,0.8,neutral,0.5
643,2,243,1417993163,HFLevo,0.0,neutral,nan
643,2,243,1417993163,LevoParadoxIsomer,0.0,neutral,0.5
644,2,244,1057045593,HFLevo,0.0,neutral,nan
644,2,244,1057045593,LevoParadoxIsomer,0.8,neutral,0.5
645,2,245,1380890934,HFLevo,0.8,neutral,nan
645,2,245,1380890934,LevoParadoxIsomer,0.0,neutral,0.5
646,2,246,238129855,HFLevo,0.0,neutral,nan
646,2,246,238129855,LevoParadoxIsomer,0.8,neutral,0.5
647,2,247,1486485713,HFLevo,0.8,neutral,nan
647,2,247,1486485713,LevoParadoxIsomer,0.8,neutral,0.5
648,2,248,30716145,HFLevo,0.0,neutral,nan
648,2,248,30716145,LevoParadoxIsomer,0.8,neutral,0.5
649,2,249,1615261593,HFLevo,0.0,neutral,nan
649,2,249,1615261593,LevoParadoxIsomer,0.0,neutral,0.5
650,2,250,2052819092,HFLevo,0.0,neutral,nan
650,2,250,2052819092,LevoParadoxIsomer,0.8,neutral,0.5
651,2,251,11185487,HFLevo,0.8,neutral,nan
651,2,251,11185487,LevoParadoxIsomer,0.8,neutral,0.5
652,2,252,928000143,HFLevo,-0.8,overcautious,nan
652,2,252,928000143,LevoParadoxIsomer,-0.8,overcautious,0.8000000715255737
653,2,253,2023963770,HFLevo,-3.0,overconfident,nan
653,2,253,2023963770,LevoParadoxIsomer,1.2,neutral,0.19999995827674866
654,2,254,1301736393,HFLevo,0.0,neutral,nan
654,2,254,1301736393,LevoParadoxIsomer,0.8,neutral,0.5
